data_set_uuid;data_set_id;investigation_id;study_id;assay_id;node_id;file_uuid;type;subtype;value;value_source;value_accession
b406af4a-9296-4f48-a9c6-4fa7248e875f;144;385;386;193;24061;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
ed1a1e67-8ebb-40aa-a9bf-aed37850955e;143;427;431;;32725;;Source Name;organism part;Muscle;FMA;http://sig.uw.edu/fma#Muscle
b406af4a-9296-4f48-a9c6-4fa7248e875f;144;385;386;193;24077;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
ed1a1e67-8ebb-40aa-a9bf-aed37850955e;143;427;431;;32725;;Source Name;time course;3;UO;http://purl.obolibrary.org/obo/UO_0000033
b406af4a-9296-4f48-a9c6-4fa7248e875f;144;385;386;;24012;;Sample Name;cell type;Megakaryocyte-erythroid progenitor (MEP);CL;http://purl.obolibrary.org/obo/CL_0000050
b406af4a-9296-4f48-a9c6-4fa7248e875f;144;385;386;193;24252;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
b406af4a-9296-4f48-a9c6-4fa7248e875f;144;385;386;;23997;;Sample Name;cell type;Monocyte;CL;http://purl.obolibrary.org/obo/CL_0000576
b406af4a-9296-4f48-a9c6-4fa7248e875f;144;385;386;;24007;;Sample Name;cell type;Hematopoietic multipotent progenitor (MPP);CL;http://purl.obolibrary.org/obo/CL_0000837
b406af4a-9296-4f48-a9c6-4fa7248e875f;144;385;386;193;24314;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
eb05cee9-b89a-412b-9c04-a50285f26b06;146;389;390;195;25158;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
eb05cee9-b89a-412b-9c04-a50285f26b06;146;389;390;195;25165;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
4aa596b7-52d7-459a-bc53-5b27edc8d204;148;395;396;;25416;;Sample Name;cell type;Bone marrow stromal cell;CL;http://purl.obolibrary.org/obo/CL_0000499
4aa596b7-52d7-459a-bc53-5b27edc8d204;148;395;396;198;25489;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
ed1a1e67-8ebb-40aa-a9bf-aed37850955e;143;427;431;213;32875;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
ed1a1e67-8ebb-40aa-a9bf-aed37850955e;143;427;431;;32573;;Sample Name;time point;12;UO;http://purl.obolibrary.org/obo/UO_0000032
ed1a1e67-8ebb-40aa-a9bf-aed37850955e;143;427;431;213;33017;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
ed1a1e67-8ebb-40aa-a9bf-aed37850955e;143;427;431;;32613;;Sample Name;time point;18;UO;http://purl.obolibrary.org/obo/UO_0000032
4aa596b7-52d7-459a-bc53-5b27edc8d204;148;395;396;198;25529;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
0dc2381b-387d-4e5b-9f8c-00c889f31512;149;397;398;;25770;;Sample Name;cell type;Granulocyte macrophage progenitor cell (GMP);CL;http://purl.obolibrary.org/obo/CL_0000557
0dc2381b-387d-4e5b-9f8c-00c889f31512;149;397;398;;25771;;Source Name;organism;Mus musculus;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_10090
0dc2381b-387d-4e5b-9f8c-00c889f31512;149;397;398;;25771;;Source Name;strain;C57BL/6;NCIT;http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14424
0dc2381b-387d-4e5b-9f8c-00c889f31512;149;397;398;;25771;;Source Name;organism part;Bone marrow;FMA;http://sig.uw.edu/fma#Bone_marrow
0dc2381b-387d-4e5b-9f8c-00c889f31512;149;397;398;;25778;;Sample Name;cell type;Hematopoietic stem cell (HSC);CL;http://purl.obolibrary.org/obo/CL_0000037
0dc2381b-387d-4e5b-9f8c-00c889f31512;149;397;398;;25770;;Sample Name;cell type;Granulocyte macrophage progenitor cell (GMP);CL;http://purl.obolibrary.org/obo/CL_0000557
0dc2381b-387d-4e5b-9f8c-00c889f31512;149;397;398;;25778;;Sample Name;cell type;Hematopoietic stem cell (HSC);CL;http://purl.obolibrary.org/obo/CL_0000037
82eb14de-9bef-4563-8941-1623cb243562;152;401;402;;25968;;Source Name;organism;Mus musculus;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_10090
82eb14de-9bef-4563-8941-1623cb243562;152;401;402;;25968;;Source Name;strain;C57BL/6;NCIT;http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14424
82eb14de-9bef-4563-8941-1623cb243562;152;401;402;;25968;;Source Name;organism part;Bone marrow;FMA;http://sig.uw.edu/fma#Bone_marrow
82eb14de-9bef-4563-8941-1623cb243562;152;401;402;201;26221;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
794ddf2d-4c61-425e-8c0a-d108116ea22c;151;407;408;;26524;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
794ddf2d-4c61-425e-8c0a-d108116ea22c;151;407;408;;26524;;Source Name;development stage;Embryo;UO;NULL
794ddf2d-4c61-425e-8c0a-d108116ea22c;151;407;408;204;26567;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
e522c325-35fe-416c-9f76-1048e3680522;153;413;414;207;27168;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
e522c325-35fe-416c-9f76-1048e3680522;153;413;414;207;27191;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
e522c325-35fe-416c-9f76-1048e3680522;153;413;414;207;27208;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
3a5bc103-c9b7-4c0f-afcd-40d08c634875;155;421;422;;29213;;Sample Name;cell type;Hematopoietic stem cell (HSC);CL;http://purl.obolibrary.org/obo/CL_0000037
3a5bc103-c9b7-4c0f-afcd-40d08c634875;155;421;422;;29215;;Sample Name;cell type;Hematopoietic stem cell (HSC);CL;http://purl.obolibrary.org/obo/CL_0000037
0108a362-b4d3-4e96-a977-e44c1ff85fe0;156;423;424;;31849;;Source Name;organism;Mus musculus;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_10090
0108a362-b4d3-4e96-a977-e44c1ff85fe0;156;423;424;;31849;;Source Name;strain;C57BL/6;NCIT;http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14424
0108a362-b4d3-4e96-a977-e44c1ff85fe0;156;423;424;;31849;;Source Name;organism part;Bone marrow;FMA;http://sig.uw.edu/fma#Bone_marrow
0108a362-b4d3-4e96-a977-e44c1ff85fe0;156;423;424;;31849;;Source Name;disease state;Acute Myelogenous Leukemia (AML);NCIT;http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3171
0108a362-b4d3-4e96-a977-e44c1ff85fe0;156;423;424;;31859;;Sample Name;cell type;Long-term hematopoietic stem cell (LT-HSC);CL;http://purl.obolibrary.org/obo/CL_0002034
0108a362-b4d3-4e96-a977-e44c1ff85fe0;156;423;424;;31881;;Sample Name;cell type;Monocyte;CL;http://purl.obolibrary.org/obo/CL_0000576
0108a362-b4d3-4e96-a977-e44c1ff85fe0;156;423;424;;31898;;Sample Name;cell type;Hematopoietic multipotent progenitor (MPP);CL;http://purl.obolibrary.org/obo/CL_0000837
0108a362-b4d3-4e96-a977-e44c1ff85fe0;156;423;424;;31903;;Sample Name;cell type;Hematopoietic multipotent progenitor (MPP);CL;http://purl.obolibrary.org/obo/CL_0000837
0108a362-b4d3-4e96-a977-e44c1ff85fe0;156;423;424;;31907;;Sample Name;cell type;Myelocyte;CL;http://purl.obolibrary.org/obo/CL_0002193
0108a362-b4d3-4e96-a977-e44c1ff85fe0;156;423;424;212;31922;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
0108a362-b4d3-4e96-a977-e44c1ff85fe0;156;423;424;212;32032;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
0108a362-b4d3-4e96-a977-e44c1ff85fe0;156;423;424;212;32037;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
0108a362-b4d3-4e96-a977-e44c1ff85fe0;156;423;424;212;32122;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
0108a362-b4d3-4e96-a977-e44c1ff85fe0;156;423;424;212;32162;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
ed1a1e67-8ebb-40aa-a9bf-aed37850955e;143;427;431;;32672;;Sample Name;time point;36;UO;http://purl.obolibrary.org/obo/UO_0000032
0108a362-b4d3-4e96-a977-e44c1ff85fe0;156;423;424;212;32227;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
0108a362-b4d3-4e96-a977-e44c1ff85fe0;156;423;424;212;32242;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
4aa596b7-52d7-459a-bc53-5b27edc8d204;148;433;434;;33542;;Sample Name;cell type;Bone marrow stromal cell;CL;http://purl.obolibrary.org/obo/CL_0000499
b5610c50-9c5c-4abf-939b-4a34c68c306e;140;435;436;;33807;;Sample Name;cell type;Stem cells;CL;http://purl.obolibrary.org/obo/CL_0000034
b5610c50-9c5c-4abf-939b-4a34c68c306e;140;435;436;;33819;;Sample Name;cell type;Embryonic stem cell (ESC);CL;http://purl.obolibrary.org/obo/CL_0002322
b5610c50-9c5c-4abf-939b-4a34c68c306e;140;435;436;;33807;;Sample Name;organism part;Extra-embryonic structure;FMA;http://sig.uw.edu/fma#Extra-embryonic_structure
b5610c50-9c5c-4abf-939b-4a34c68c306e;140;435;436;;33807;;Sample Name;cell type;Stem cells;CL;http://purl.obolibrary.org/obo/CL_0000034
b5610c50-9c5c-4abf-939b-4a34c68c306e;140;435;436;218;33897;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
b5610c50-9c5c-4abf-939b-4a34c68c306e;140;435;436;218;33907;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
b5610c50-9c5c-4abf-939b-4a34c68c306e;140;435;436;;33819;;Sample Name;organism part;Blastocyst;FMA;http://sig.uw.edu/fma#Blastocyst
b5610c50-9c5c-4abf-939b-4a34c68c306e;140;435;436;;33819;;Sample Name;cell type;Embryonic stem cell (ESC);CL;http://purl.obolibrary.org/obo/CL_0002322
0e9f2004-7bda-402e-b7e0-ab674a24609e;31;437;438;;33894;;Sample Name;cell type;Embryonic stem cell (ESC);CL;http://purl.obolibrary.org/obo/CL_0002322
69418e24-8958-4c72-ab8b-d3604e4cd315;165;542;544;;45651;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
69418e24-8958-4c72-ab8b-d3604e4cd315;165;542;544;;45651;;Source Name;organism part;Bone marrow;FMA;http://sig.uw.edu/fma#Bone_marrow
69418e24-8958-4c72-ab8b-d3604e4cd315;165;542;544;;45651;;Source Name;development stage;Adult;EFO;http://www.ebi.ac.uk/efo/EFO_0001272
69418e24-8958-4c72-ab8b-d3604e4cd315;165;542;544;;45651;;Source Name;age;'';UO;NULL
69418e24-8958-4c72-ab8b-d3604e4cd315;165;542;544;;45651;;Source Name;time course;day;UO;NULL
80d281e0-1402-4924-bf6b-12a5161a59b5;142;439;440;;34122;;Sample Name;cell type;Fibroblast;CL;http://purl.obolibrary.org/obo/CL_0000057
69418e24-8958-4c72-ab8b-d3604e4cd315;165;542;544;;45695;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;537;538;;45692;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;537;538;;45692;;Source Name;organism part;Bone marrow;FMA;http://sig.uw.edu/fma#Bone_marrow
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;537;538;;45692;;Source Name;development stage;Adult;EFO;http://www.ebi.ac.uk/efo/EFO_0001272
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;537;538;;45692;;Source Name;age;'';UO;NULL
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;537;538;;45692;;Source Name;time course;day;UO;NULL
69418e24-8958-4c72-ab8b-d3604e4cd315;165;542;544;;45695;;Source Name;organism part;Bone marrow;FMA;http://sig.uw.edu/fma#Bone_marrow
69418e24-8958-4c72-ab8b-d3604e4cd315;165;542;544;;45695;;Source Name;development stage;Adult;EFO;http://www.ebi.ac.uk/efo/EFO_0001272
69418e24-8958-4c72-ab8b-d3604e4cd315;165;542;544;;45695;;Source Name;age;'';UO;NULL
69418e24-8958-4c72-ab8b-d3604e4cd315;165;542;544;;45695;;Source Name;time course;day;UO;NULL
c6d8f97e-6eae-45bd-8045-1297a0d59326;39;444;445;222;34348;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
c6d8f97e-6eae-45bd-8045-1297a0d59326;39;444;445;;34293;;Sample Name;time point;15;UO;http://purl.obolibrary.org/obo/UO_0000033
c6d8f97e-6eae-45bd-8045-1297a0d59326;39;444;445;222;34381;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
69418e24-8958-4c72-ab8b-d3604e4cd315;165;542;544;;45710;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
69418e24-8958-4c72-ab8b-d3604e4cd315;165;542;544;;45710;;Source Name;organism part;Liver;FMA;http://sig.uw.edu/fma#Liver
69418e24-8958-4c72-ab8b-d3604e4cd315;165;542;544;;45710;;Source Name;time course;'';UO;NULL
c6d8f97e-6eae-45bd-8045-1297a0d59326;39;444;445;222;34473;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
6322608a-c539-479d-9694-a094b0f65359;166;573;574;;46320;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
6322608a-c539-479d-9694-a094b0f65359;166;573;574;;46320;;Source Name;disease state;Acute Myelogenous Leukemia (AML);NCIT;http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3171
6734026b-7860-4125-ac99-bad076454cfe;10;453;454;;34598;;Sample Name;time point;26;UO;http://purl.obolibrary.org/obo/UO_0000033
2614c26b-a94d-46f8-9619-017c8ce345a0;9;455;456;;34810;;Sample Name;cell type;Intestinal epithelial cell;CL;http://purl.obolibrary.org/obo/CL_0002563
2614c26b-a94d-46f8-9619-017c8ce345a0;9;455;456;;34815;;Source Name;organism;Mus musculus;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_10090
2614c26b-a94d-46f8-9619-017c8ce345a0;9;455;456;;34815;;Source Name;organism part;Epithelium proper of jejunum;FMA;http://sig.uw.edu/fma#Epithelium_proper_of_jejunum
2614c26b-a94d-46f8-9619-017c8ce345a0;9;455;456;;34815;;Source Name;age;4-8;UO;http://purl.obolibrary.org/obo/UO_0000034
2614c26b-a94d-46f8-9619-017c8ce345a0;9;455;456;;34820;;Sample Name;cell type;Intestinal epithelial cell;CL;http://purl.obolibrary.org/obo/CL_0002563
6734026b-7860-4125-ac99-bad076454cfe;10;459;460;;35268;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
6734026b-7860-4125-ac99-bad076454cfe;10;459;460;;35268;;Source Name;organism part;Intestine;FMA;http://sig.uw.edu/fma#Intestine
485caf59-9809-4694-a2b1-4d78804bb075;163;547;548;;45737;;Source Name;organism;Mus musculus;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_10090
485caf59-9809-4694-a2b1-4d78804bb075;163;547;548;;45737;;Source Name;strain;C57BL/6;NCIT;http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14424
485caf59-9809-4694-a2b1-4d78804bb075;163;547;548;;45737;;Source Name;cell line;MEF (murine embyronic fibroblast);EFO;http://www.ebi.ac.uk/efo/EFO_0004040
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;565;566;;46341;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;565;566;;46341;;Source Name;organism part;Bone marrow;FMA;http://sig.uw.edu/fma#Bone_marrow
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;565;566;;46341;;Source Name;development stage;Adult;EFO;http://www.ebi.ac.uk/efo/EFO_0001272
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;565;566;;46341;;Source Name;age;'';UO;NULL
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;565;566;;46341;;Source Name;time course;day;UO;NULL
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;565;566;;46355;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;565;566;;46355;;Source Name;organism part;Liver;FMA;http://sig.uw.edu/fma#Liver
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;565;566;;46355;;Source Name;time course;'';UO;NULL
654afd57-9fe5-4a9d-a304-ff19c4a22b36;154;463;464;232;37146;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
a2167268-6012-4f5c-aa1c-44f45bef67e7;169;549;550;;45874;;Sample Name;cell type;Epithelial cell;CL;http://purl.obolibrary.org/obo/CL_0000066
a2167268-6012-4f5c-aa1c-44f45bef67e7;169;549;550;;45887;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
a2167268-6012-4f5c-aa1c-44f45bef67e7;169;549;550;;45888;;Sample Name;cell type;Epithelial cell;CL;http://purl.obolibrary.org/obo/CL_0000066
2b1bbdf9-3df7-491c-b310-f2aec6b227ac;157;465;466;;44014;;Source Name;organism;Mus musculus;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_10090
2b1bbdf9-3df7-491c-b310-f2aec6b227ac;157;465;466;;44014;;Source Name;strain;C57BL/6;NCIT;http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14424
2b1bbdf9-3df7-491c-b310-f2aec6b227ac;157;465;466;;44014;;Source Name;disease state;Acute Myelogenous Leukemia (AML);NCIT;http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3171
15e523f0-c463-4a1c-b831-56f5fa6377bd;160;469;471;;44050;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;557;558;;45984;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;557;558;;45984;;Source Name;organism part;Liver;FMA;http://sig.uw.edu/fma#Liver
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;557;558;;45984;;Source Name;time course;'';UO;NULL
485caf59-9809-4694-a2b1-4d78804bb075;163;575;576;;46366;;Source Name;organism;Mus musculus;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_10090
485caf59-9809-4694-a2b1-4d78804bb075;163;575;576;;46366;;Source Name;strain;C57BL/6;NCIT;http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14424
485caf59-9809-4694-a2b1-4d78804bb075;163;575;576;;46366;;Source Name;cell line;MEF (murine embyronic fibroblast);EFO;http://www.ebi.ac.uk/efo/EFO_0004040
485caf59-9809-4694-a2b1-4d78804bb075;163;575;576;;46376;;Source Name;organism;Mus musculus;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_10090
a2167268-6012-4f5c-aa1c-44f45bef67e7;169;561;562;;46043;;Sample Name;cell type;Epithelial cell;CL;http://purl.obolibrary.org/obo/CL_0000066
aef55d89-9dbb-453b-bedf-3b83d0957598;25;487;488;;44286;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;557;558;;46047;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;557;558;;46047;;Source Name;organism part;Bone marrow;FMA;http://sig.uw.edu/fma#Bone_marrow
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;557;558;;46047;;Source Name;development stage;Adult;EFO;http://www.ebi.ac.uk/efo/EFO_0001272
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;557;558;;46047;;Source Name;age;'';UO;NULL
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;557;558;;46047;;Source Name;time course;day;UO;NULL
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;557;558;;46053;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;557;558;;46053;;Source Name;organism part;Liver;FMA;http://sig.uw.edu/fma#Liver
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;557;558;;46053;;Source Name;time course;'';UO;NULL
485caf59-9809-4694-a2b1-4d78804bb075;163;575;576;;46376;;Source Name;strain;C57BL/6;NCIT;http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14424
1f7dbb61-a85b-482d-b805-72e114cc961b;168;491;492;;44451;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
1f7dbb61-a85b-482d-b805-72e114cc961b;168;491;492;;44489;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
a2167268-6012-4f5c-aa1c-44f45bef67e7;169;501;502;;44766;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
a2167268-6012-4f5c-aa1c-44f45bef67e7;169;501;502;;44771;;Sample Name;cell type;Epithelial cell;CL;http://purl.obolibrary.org/obo/CL_0000066
69418e24-8958-4c72-ab8b-d3604e4cd315;165;503;504;;44857;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
69418e24-8958-4c72-ab8b-d3604e4cd315;165;503;504;;44857;;Source Name;organism part;Bone marrow;FMA;http://sig.uw.edu/fma#Bone_marrow
69418e24-8958-4c72-ab8b-d3604e4cd315;165;503;504;;44857;;Source Name;development stage;Adult;EFO;http://www.ebi.ac.uk/efo/EFO_0001272
69418e24-8958-4c72-ab8b-d3604e4cd315;165;503;504;;44857;;Source Name;age;'';UO;NULL
69418e24-8958-4c72-ab8b-d3604e4cd315;165;503;504;;44857;;Source Name;time course;day;UO;NULL
2e870c35-3743-4c6e-82d4-caf1a9048749;170;505;506;;44886;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
69418e24-8958-4c72-ab8b-d3604e4cd315;165;563;564;;46193;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
69418e24-8958-4c72-ab8b-d3604e4cd315;165;563;564;;46193;;Source Name;organism part;Bone marrow;FMA;http://sig.uw.edu/fma#Bone_marrow
69418e24-8958-4c72-ab8b-d3604e4cd315;165;563;564;;46193;;Source Name;development stage;Adult;EFO;http://www.ebi.ac.uk/efo/EFO_0001272
69418e24-8958-4c72-ab8b-d3604e4cd315;165;563;564;;46193;;Source Name;age;'';UO;NULL
69418e24-8958-4c72-ab8b-d3604e4cd315;165;563;564;;46193;;Source Name;time course;day;UO;NULL
485caf59-9809-4694-a2b1-4d78804bb075;163;575;576;;46376;;Source Name;cell line;MEF (murine embyronic fibroblast);EFO;http://www.ebi.ac.uk/efo/EFO_0004040
a2167268-6012-4f5c-aa1c-44f45bef67e7;169;577;578;;46526;;Sample Name;cell type;Epithelial cell;CL;http://purl.obolibrary.org/obo/CL_0000066
a2167268-6012-4f5c-aa1c-44f45bef67e7;169;577;578;;46532;;Sample Name;cell type;Epithelial cell;CL;http://purl.obolibrary.org/obo/CL_0000066
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;507;508;;44991;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;507;508;;44991;;Source Name;organism part;Bone marrow;FMA;http://sig.uw.edu/fma#Bone_marrow
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;507;508;;44991;;Source Name;development stage;Adult;EFO;http://www.ebi.ac.uk/efo/EFO_0001272
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;507;508;;44991;;Source Name;age;'';UO;NULL
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;507;508;;44991;;Source Name;time course;day;UO;NULL
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;507;508;;45001;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;507;508;;45001;;Source Name;organism part;Bone marrow;FMA;http://sig.uw.edu/fma#Bone_marrow
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;507;508;;45001;;Source Name;development stage;Adult;EFO;http://www.ebi.ac.uk/efo/EFO_0001272
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;507;508;;45001;;Source Name;age;'';UO;NULL
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;507;508;;45001;;Source Name;time course;day;UO;NULL
c63ce488-ca4d-429c-93e0-c2df4db22473;193;713;714;357;50622;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
6322608a-c539-479d-9694-a094b0f65359;166;517;518;;45065;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
6322608a-c539-479d-9694-a094b0f65359;166;517;518;;45065;;Source Name;disease state;Acute Myelogenous Leukemia (AML);NCIT;http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3171
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;565;566;;46270;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;565;566;;46270;;Source Name;organism part;Liver;FMA;http://sig.uw.edu/fma#Liver
9d819c5e-cf99-4953-9431-5b2514e44dc0;13;565;566;;46270;;Source Name;time course;'';UO;NULL
a2167268-6012-4f5c-aa1c-44f45bef67e7;169;521;522;;45239;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
a2167268-6012-4f5c-aa1c-44f45bef67e7;169;521;522;;45246;;Sample Name;cell type;Epithelial cell;CL;http://purl.obolibrary.org/obo/CL_0000066
485caf59-9809-4694-a2b1-4d78804bb075;163;526;528;;45285;;Source Name;organism;Mus musculus;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_10090
